id,Class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7009,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0
5085,1,2,0,2,0,0,0,1,1,2,1,1,1,2,0,1,0,0,0,0,1,2,1
1417,0,1,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
6264,1,0,1,0,0,1,0,1,1,4,0,1,0,1,1,2,0,0,0,0,1,2,1
4786,1,0,2,3,0,2,0,1,0,5,1,1,1,1,2,2,0,0,0,2,2,2,0
4819,1,0,0,3,0,2,0,1,0,1,1,1,1,1,3,3,0,0,0,2,2,3,2
5916,0,0,2,4,1,0,0,1,0,6,1,1,0,0,0,0,0,0,1,0,1,4,3
3157,0,1,2,5,1,0,0,1,0,3,0,1,0,0,0,2,0,0,0,1,0,2,1
1765,1,1,1,1,1,3,0,1,1,3,1,0,0,0,0,0,0,0,0,1,3,1,4
6889,1,0,1,5,0,2,0,1,1,4,0,1,1,0,0,2,0,0,0,0,1,2,5
3630,1,1,0,3,0,2,0,1,0,1,1,1,1,1,2,1,0,0,0,2,2,3,2
2227,0,1,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,3,1,0
4656,1,0,0,2,0,2,0,1,0,7,1,1,1,1,2,1,0,0,0,2,2,3,0
1520,0,1,2,1,1,4,0,1,0,3,1,2,0,0,0,0,0,0,0,1,3,1,0
3691,0,0,2,3,1,0,0,1,0,2,0,1,0,0,0,2,0,0,0,1,3,2,1
3737,1,1,0,3,0,2,0,1,0,7,1,1,1,1,1,1,0,0,0,2,2,2,1
7798,1,2,2,5,0,5,0,1,1,4,0,1,1,0,1,0,0,0,0,0,1,2,1
3540,0,1,2,0,1,0,0,1,0,2,0,1,0,0,4,2,0,0,0,1,3,3,1
5552,1,1,1,4,1,2,0,1,0,2,0,1,2,3,0,0,0,0,0,1,2,1,0
372,0,1,1,2,1,6,0,1,0,2,1,2,0,0,0,0,0,0,0,1,0,1,6
8034,0,2,1,0,0,0,1,1,0,3,1,1,0,0,5,4,0,1,0,1,4,4,5
8073,0,2,1,0,0,0,1,1,0,3,1,1,0,0,5,4,0,2,0,1,5,2,5
4644,1,0,2,3,0,2,0,1,0,1,1,1,1,1,1,2,0,0,0,2,2,3,2
7759,0,3,1,0,0,0,1,1,0,8,1,1,0,0,5,4,0,1,0,1,3,2,5
198,0,1,2,1,1,4,0,1,0,3,1,2,0,0,0,0,0,0,0,1,3,1,6
6626,1,1,1,0,0,1,0,1,1,4,0,1,0,1,1,0,0,0,0,0,1,2,1
222,0,1,2,2,1,6,0,1,0,3,1,3,0,2,0,0,0,0,0,1,3,1,0
7122,1,1,1,5,0,5,0,1,1,4,0,1,0,0,1,0,0,0,0,0,1,2,1
5864,1,1,2,5,0,1,0,1,1,4,0,1,0,1,1,2,0,0,0,0,1,2,2
1836,0,1,2,0,1,0,0,1,0,2,0,1,0,0,1,5,0,0,0,1,3,3,1
5543,1,0,2,2,0,2,0,1,0,1,1,1,1,1,2,1,0,0,0,2,2,3,0
882,0,1,2,1,1,6,0,1,0,2,1,2,0,0,0,0,0,0,0,1,0,5,0
780,0,1,2,2,1,6,0,1,0,2,1,2,0,0,0,0,0,0,0,1,0,1,6
715,0,3,2,2,1,6,0,1,0,3,1,2,0,0,0,0,0,0,0,1,3,1,6
1023,0,1,2,1,1,6,0,1,0,2,1,2,0,0,0,0,0,0,0,1,3,1,6
2161,0,1,0,5,1,0,0,1,0,7,0,1,0,0,4,0,0,0,0,1,3,3,1
5063,1,1,1,1,1,2,0,1,0,7,0,1,0,3,0,0,0,0,0,1,2,1,4
7479,0,3,0,3,0,0,0,0,0,2,1,1,1,1,0,0,0,0,1,1,1,1,0
2765,0,1,0,3,1,0,0,1,0,3,0,1,0,0,0,2,0,0,0,1,3,2,1
5103,1,1,1,1,1,2,0,1,0,7,0,1,0,0,0,0,0,0,0,1,2,1,4
2650,0,0,2,5,1,0,0,1,0,3,0,1,0,0,1,5,0,0,0,1,3,3,1
4160,1,1,2,3,0,2,0,1,0,1,1,1,1,1,1,3,0,0,0,2,2,3,0
341,0,3,2,1,1,6,0,1,0,3,1,2,0,0,0,0,0,0,0,1,0,5,0
1318,0,3,1,2,1,4,0,1,0,3,1,2,0,0,0,0,0,0,0,1,0,1,6
2287,0,0,0,0,1,0,0,1,0,7,0,1,0,0,0,5,0,0,0,1,3,3,1
2539,1,1,0,3,0,2,0,1,0,5,1,1,1,1,3,1,0,0,0,2,2,3,1
5177,1,3,2,1,1,0,0,1,0,9,1,1,0,0,0,0,0,0,1,1,6,2,0
7049,1,2,1,5,0,5,0,1,1,4,0,1,1,0,1,2,0,0,0,0,1,2,5
400,0,3,2,1,1,4,0,1,0,2,1,2,0,0,0,0,0,0,0,1,3,5,0
3297,0,0,2,0,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,1,0,2,1
5380,1,1,2,2,0,2,0,1,0,7,1,1,1,1,2,3,0,0,0,2,2,2,2
1013,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,1,0
2806,0,1,0,5,1,0,0,1,0,3,0,1,0,0,1,2,0,0,0,1,0,3,1
5446,1,1,2,0,0,1,0,1,1,4,0,1,1,0,0,0,0,0,0,0,1,2,2
6947,1,2,2,5,0,5,0,1,1,4,0,1,0,0,1,2,0,0,0,0,1,2,2
2122,0,0,0,0,1,0,0,1,0,7,0,1,0,0,4,2,0,0,0,1,0,2,1
5,0,1,2,2,1,6,0,1,0,3,1,2,0,0,0,0,0,0,0,1,0,5,0
3064,1,1,2,2,0,2,0,1,0,1,1,1,1,1,2,3,0,0,0,2,2,3,2
3833,1,1,1,1,0,7,0,1,1,3,1,1,0,0,0,0,0,0,0,1,0,1,1
898,0,1,2,1,1,4,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,1,6
6526,1,0,1,0,0,5,0,1,1,4,0,1,1,0,0,0,0,0,0,0,1,2,5
5997,0,1,2,1,0,0,0,1,1,7,1,1,0,3,0,0,0,0,0,3,2,3,1
1991,0,1,0,3,1,0,0,1,0,7,0,1,0,0,1,2,0,0,0,1,3,2,1
7801,1,0,2,6,0,8,1,1,0,2,1,2,1,2,6,6,0,0,2,4,1,4,1
4924,1,1,0,2,0,2,0,1,0,1,1,1,1,1,1,2,0,0,0,2,2,3,0
7459,0,3,1,0,0,0,1,1,0,3,1,1,0,0,5,4,0,1,0,1,5,4,5
662,1,1,2,0,1,3,0,1,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0
2925,0,1,2,3,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,3,3,1
6758,1,1,2,5,0,5,0,1,1,4,0,1,1,0,1,0,0,0,0,0,1,2,1
2524,0,1,2,3,1,0,0,1,0,3,0,1,0,0,0,2,0,0,0,1,3,3,1
5339,1,0,2,2,0,2,0,1,0,7,1,1,1,1,1,3,0,0,0,2,2,3,2
5306,0,0,2,5,1,0,0,1,0,2,1,1,0,0,7,0,0,0,1,0,1,4,3
2637,0,1,0,3,1,0,0,1,0,3,0,1,0,0,1,5,0,0,0,1,3,2,1
293,0,3,2,1,1,4,0,1,0,0,1,2,0,0,0,0,0,0,0,1,3,1,0
2758,0,0,0,0,1,0,0,1,0,7,0,1,0,0,1,0,0,0,0,1,0,3,1
3028,0,0,0,5,1,0,0,1,0,7,0,1,0,0,0,2,0,0,0,1,3,3,1
1787,0,1,1,3,0,0,0,0,0,5,0,0,2,3,0,0,0,0,0,0,0,0,0
2114,0,1,2,3,1,0,0,1,0,7,0,1,0,0,0,0,0,0,0,1,0,2,1
7484,1,2,1,0,0,5,0,1,1,4,0,1,1,0,0,0,0,0,0,0,1,2,5
2876,0,0,0,3,1,0,0,1,0,3,0,1,0,0,4,0,0,0,0,1,0,3,1
127,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0
5806,1,0,1,4,1,2,0,1,0,5,0,1,2,3,0,0,0,0,0,1,2,2,4
7112,1,0,2,5,0,1,0,1,1,4,0,1,1,0,1,0,0,0,0,0,1,2,1
3876,1,1,0,7,0,7,0,1,1,10,1,1,0,0,0,0,0,0,0,1,0,1,1
831,0,0,0,2,1,6,0,0,1,2,0,1,0,0,0,0,0,0,0,1,3,2,1
3483,1,1,1,1,0,7,0,1,1,10,1,1,0,0,0,0,0,0,0,1,3,2,1
6546,1,0,1,0,0,1,0,1,1,4,0,1,0,1,1,2,0,0,0,0,1,2,2
5748,0,2,0,6,0,0,0,0,1,2,1,1,0,3,0,1,0,0,0,0,1,2,5
6980,1,2,1,0,0,1,0,1,1,4,0,1,1,1,0,0,0,0,0,0,1,2,5
7285,1,1,2,5,0,8,1,1,0,8,1,2,1,2,6,6,0,0,2,4,1,4,1
124,0,1,1,2,1,4,0,1,0,1,1,2,0,0,0,0,0,0,0,1,3,1,6
3351,1,1,1,3,0,7,0,0,1,1,1,1,0,0,0,0,0,0,0,1,3,1,1
7924,1,2,1,0,0,1,0,1,1,4,0,1,0,1,0,0,0,0,0,0,1,2,5
1202,0,3,1,1,1,6,0,1,0,2,1,2,0,0,0,0,0,0,0,1,0,5,0
5479,0,2,2,7,1,0,0,1,0,2,1,1,0,0,7,7,0,0,1,0,1,4,3
2241,1,0,1,1,1,3,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,2,0
5045,1,0,0,3,0,2,0,1,0,5,1,1,1,1,2,2,0,0,0,2,2,2,1
5262,1,2,2,0,0,0,0,1,1,2,1,1,1,2,0,8,0,0,0,0,1,2,1
4501,1,0,2,3,0,2,0,1,0,5,1,1,1,1,3,1,0,0,0,2,2,2,0
776,1,1,2,0,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,3,1,4
3131,0,0,2,0,1,0,0,1,0,10,0,1,0,0,0,5,0,0,0,1,3,3,1
7406,1,2,2,5,0,1,0,1,1,4,0,1,0,1,1,2,0,0,0,0,1,2,5
4691,1,0,0,3,0,2,0,1,0,7,1,1,1,1,1,1,0,0,0,2,2,2,1
507,0,0,1,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,3,0,0
1783,1,0,1,1,1,3,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0
2794,0,1,0,5,1,0,0,1,0,2,0,1,0,0,1,5,0,0,0,1,3,2,1
563,0,1,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0
976,0,3,2,1,1,4,0,1,0,3,1,2,0,0,0,0,0,0,0,1,0,5,0
4928,1,0,0,2,0,2,0,1,0,1,1,1,1,1,1,2,0,0,0,2,2,2,1
5717,1,2,3,1,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,1,4,5
1721,0,0,1,1,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0
4796,1,1,2,2,0,2,0,1,0,7,1,1,1,1,3,1,0,0,0,2,2,3,0
6566,1,0,2,5,0,1,0,1,1,4,0,1,0,1,1,2,0,0,0,0,1,2,1
7969,1,2,1,5,0,1,0,1,1,4,0,1,0,1,1,0,0,0,0,0,1,2,2
7840,0,0,1,0,0,0,1,1,0,3,1,1,0,0,5,4,0,1,0,1,4,2,5
1692,0,0,0,3,0,0,0,0,0,7,0,0,2,3,0,0,0,0,0,0,3,0,0
2759,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,3,3,1
6339,1,1,1,5,0,2,0,1,1,4,0,1,1,1,0,2,0,0,0,0,1,2,5
2278,0,1,0,3,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,1,3,2,1
7566,0,1,0,3,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,1,1,0
2250,0,1,2,3,1,0,0,1,0,10,0,1,0,0,4,5,0,0,0,1,3,3,1
6091,1,0,2,0,0,1,0,1,1,4,0,1,0,1,0,2,0,0,0,0,1,2,5
413,0,1,2,2,1,4,0,1,0,3,1,3,0,2,0,0,0,0,0,1,0,3,0
1092,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0
7941,1,2,2,5,0,8,1,1,0,2,1,2,1,2,6,6,0,0,2,4,1,4,1
3966,1,0,2,3,0,2,0,1,0,5,1,1,1,1,3,2,0,0,0,2,2,3,0
2516,0,1,2,0,1,0,0,1,0,7,0,1,0,0,1,5,0,0,0,1,0,2,1
7839,1,2,2,0,0,1,0,1,1,4,0,1,0,0,0,2,0,0,0,0,1,2,1
4158,1,0,0,3,0,2,0,1,0,5,1,1,1,1,3,2,0,0,0,2,2,3,2
5105,1,1,2,0,0,1,0,1,1,4,0,1,0,1,0,0,0,0,0,0,1,2,1
4702,1,1,0,1,0,7,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1
4645,1,1,2,3,0,2,0,1,0,7,1,1,1,1,1,2,0,0,0,2,2,2,2
1579,1,0,2,0,1,3,0,1,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0
5508,1,4,2,1,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,1,4,5
5910,1,1,1,1,1,2,0,1,0,5,0,1,0,3,0,0,0,0,0,1,2,1,0
6054,1,1,2,5,0,2,0,1,1,4,0,1,0,1,0,2,0,0,0,0,1,2,5
4652,0,0,2,0,1,0,0,1,0,3,0,1,0,0,1,2,0,0,0,1,3,3,1
1525,0,1,1,0,0,0,0,0,0,3,0,0,2,3,0,0,0,0,0,0,3,1,0
840,0,0,1,2,1,6,0,0,1,2,0,1,0,0,0,0,0,0,0,1,7,2,1
2909,0,1,0,3,1,0,0,1,0,7,0,1,0,0,0,2,0,0,0,1,3,3,1
4317,1,0,0,3,0,2,0,1,0,5,1,1,1,1,3,3,0,0,0,2,2,2,0
3936,1,1,2,2,0,2,0,1,0,7,1,1,1,1,2,1,0,0,0,2,2,2,0
3621,1,1,0,3,0,2,0,1,0,5,1,1,1,1,1,1,0,0,0,2,2,3,0
6479,1,1,1,0,0,5,0,1,1,4,0,1,1,1,1,2,0,0,0,0,1,2,2
1531,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,1,0
6760,1,1,1,0,0,1,0,1,1,4,0,1,0,1,1,2,0,0,0,0,1,2,1
3234,0,1,2,3,1,0,0,1,0,3,0,1,0,0,1,2,0,0,0,1,0,3,1
2578,0,1,0,3,1,0,0,1,0,7,0,1,0,0,4,5,0,0,0,1,0,3,1
3045,0,0,2,0,1,0,0,1,0,7,0,1,0,0,0,0,0,0,0,1,3,2,1
1826,0,1,2,5,1,0,0,1,0,3,0,1,0,0,0,5,0,0,0,1,3,2,1
2149,1,1,1,1,1,3,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0
630,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,1,0
1135,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0
1163,0,1,2,2,1,6,0,1,0,7,1,3,0,2,0,0,0,0,0,1,0,1,2
2358,0,1,2,5,1,0,0,1,0,3,0,1,0,0,1,0,0,0,0,1,0,3,1
3047,1,1,1,7,0,7,0,0,1,3,1,1,0,0,0,0,0,0,0,1,3,2,1
4771,1,1,2,3,0,2,0,1,0,1,1,1,1,1,1,1,0,0,0,2,2,3,1
2071,0,1,0,3,1,0,0,1,0,3,0,1,0,0,0,5,0,0,0,1,0,2,1
2976,0,1,2,3,1,0,0,1,0,10,0,1,0,0,1,2,0,0,0,1,0,2,1
5604,0,2,2,7,1,0,0,1,0,6,1,1,0,0,7,0,0,0,1,0,1,4,3
5726,1,3,1,1,1,0,0,1,0,9,1,1,0,0,0,0,0,0,1,1,6,2,6
6354,1,0,1,0,0,1,0,1,1,4,0,1,1,1,1,0,0,0,0,0,1,2,2
3967,1,0,2,2,0,2,0,1,0,5,1,1,1,1,2,3,0,0,0,2,2,3,2
2500,0,0,1,1,0,0,0,0,0,5,0,0,2,3,0,0,0,0,0,0,0,1,0
2922,0,0,0,5,1,0,0,1,0,10,0,1,0,0,1,0,0,0,0,1,0,3,1
4502,1,0,2,3,0,2,0,1,0,1,1,1,1,1,1,3,0,0,0,2,2,3,1
6886,1,2,2,0,0,1,0,1,1,4,0,1,0,1,1,2,0,0,0,0,1,2,1
3189,0,0,0,5,1,0,0,1,0,7,0,1,0,0,0,0,0,0,0,1,0,3,1
3177,0,0,2,0,1,0,0,1,0,2,0,1,0,0,0,5,0,0,0,1,0,3,1
4864,1,0,2,3,0,2,0,1,0,5,1,1,1,1,1,2,0,0,0,2,2,3,0
7847,0,1,0,3,0,0,0,0,0,2,1,1,1,1,0,0,0,0,1,1,1,5,0
5449,1,0,1,1,1,2,0,1,0,7,0,1,2,3,0,0,0,0,0,1,2,1,0
2687,0,0,0,0,1,0,0,1,0,3,0,1,0,0,4,2,0,0,0,1,3,2,1
6850,1,1,1,0,0,2,0,1,1,4,0,1,0,1,0,0,0,0,0,0,1,2,1
5975,1,1,1,4,1,2,0,1,0,2,0,1,0,0,0,0,0,0,0,1,2,2,4
4660,1,0,2,3,0,2,0,1,0,1,1,1,1,1,2,2,0,0,0,2,2,2,0
5428,1,0,1,1,1,2,0,1,0,2,0,1,0,0,0,0,0,0,0,1,2,1,0
1960,0,1,0,3,1,0,0,1,0,10,0,1,0,0,0,5,0,0,0,1,0,3,1
7105,1,1,1,5,0,1,0,1,1,4,0,1,0,1,1,2,0,0,0,0,1,2,2
2059,0,1,1,1,1,6,0,1,0,3,1,2,0,0,0,0,0,0,0,1,0,5,6
7179,1,2,1,0,0,5,0,1,1,4,0,1,1,0,1,2,0,0,0,0,1,2,2
6547,1,0,2,5,0,2,0,1,1,4,0,1,1,0,1,0,0,0,0,0,1,2,2
5292,1,1,2,5,0,1,0,1,1,4,0,1,1,1,0,2,0,0,0,0,1,2,1
5259,1,1,0,2,0,0,0,1,1,2,1,1,1,2,0,8,0,0,0,0,1,2,1
5994,1,1,2,5,0,1,0,1,1,4,0,1,1,0,0,2,0,0,0,0,1,2,5
2846,0,1,2,3,1,0,0,1,0,10,0,1,0,0,1,2,0,0,0,1,0,3,1
4068,0,0,2,3,1,0,0,1,0,2,0,1,0,0,1,2,0,0,0,1,3,3,1
5478,1,0,1,3,1,2,0,1,0,5,0,1,2,3,0,0,0,0,0,1,2,1,0
5564,1,1,1,1,1,2,0,1,0,2,0,1,0,3,0,0,0,0,0,1,2,2,4
6594,1,0,1,5,0,5,0,1,1,4,0,1,1,0,0,0,0,0,0,0,1,2,2
6462,1,0,2,5,0,5,0,1,1,4,0,1,1,1,0,2,0,0,0,0,1,2,2
7623,0,2,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0
7448,1,2,2,5,0,1,0,1,1,4,0,1,0,0,0,0,0,0,0,0,1,2,5
2573,0,1,2,0,1,0,0,1,0,7,0,1,0,0,4,2,0,0,0,1,0,2,1
173,0,3,2,2,1,6,0,1,0,2,1,2,0,0,0,0,0,0,0,1,0,1,0
6693,1,0,2,0,0,5,0,1,1,4,0,1,1,1,0,2,0,0,0,0,1,2,2
6302,1,1,2,5,0,2,0,1,1,4,0,1,0,1,1,2,0,0,0,0,1,2,5
274,0,0,2,2,1,6,0,1,0,3,1,3,0,2,0,0,0,0,0,1,3,1,2
6240,1,0,2,0,0,5,0,1,1,4,0,1,0,1,1,2,0,0,0,0,1,2,5
1035,0,0,0,1,0,0,0,0,0,7,0,0,2,3,0,0,0,0,0,0,0,0,0
3578,0,0,2,0,1,0,0,1,0,3,0,1,0,0,4,2,0,0,0,1,3,2,1
6940,1,0,2,0,0,1,0,1,1,4,0,1,0,1,0,0,0,0,0,0,1,2,5
2587,0,1,0,5,1,0,0,1,0,10,0,1,0,0,1,5,0,0,0,1,0,2,1
5710,1,0,1,1,1,2,0,1,0,7,0,1,2,3,0,0,0,0,0,1,2,2,4
1413,0,1,0,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0
862,0,0,2,2,1,6,0,1,0,7,1,3,0,2,0,0,0,0,0,1,3,1,0
7313,1,2,2,0,0,5,0,1,1,4,0,1,0,1,0,0,0,0,0,0,1,2,2
6004,1,0,2,0,0,2,0,1,1,4,0,1,1,0,0,0,0,0,0,0,1,2,2
5357,1,1,1,1,1,2,0,1,0,2,0,1,2,0,0,0,0,0,0,1,2,1,4
1517,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,1,0
88,0,0,2,0,1,4,0,1,0,2,1,3,0,2,0,0,0,0,0,1,0,3,0
5495,1,0,2,2,0,2,0,1,0,1,1,1,1,1,3,3,0,0,0,2,2,3,2
6268,1,1,1,5,0,5,0,1,1,4,0,1,0,1,0,0,0,0,0,0,1,2,2
1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7920,1,2,2,5,0,2,0,1,1,4,0,1,0,0,1,0,0,0,0,0,1,2,5
6820,1,0,2,0,0,1,0,1,1,4,0,1,0,0,1,2,0,0,0,0,1,2,2
4480,0,0,2,0,1,0,0,1,0,7,0,1,0,0,0,2,0,0,0,1,0,3,1
2126,0,1,0,3,1,0,0,1,0,7,0,1,0,0,4,5,0,0,0,1,3,3,1
2580,0,1,2,5,1,0,0,1,0,3,0,1,0,0,1,0,0,0,0,1,0,2,1
1990,1,0,2,0,1,3,0,1,1,2,1,0,0,0,0,0,0,0,0,1,3,2,0
7232,1,0,2,0,0,1,0,1,1,4,0,1,0,1,0,0,0,0,0,0,1,2,2
3995,1,1,2,3,0,2,0,1,0,7,1,1,1,1,1,1,0,0,0,2,2,2,0
984,1,1,1,1,1,3,0,1,1,3,1,0,0,0,0,0,0,0,0,1,0,1,4
3756,0,0,2,3,1,0,0,1,0,3,0,1,0,0,0,2,0,0,0,1,3,2,1
7958,0,2,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,5,0
2193,0,1,2,5,1,0,0,1,0,10,0,1,0,0,1,5,0,0,0,1,0,3,1
2230,0,1,2,3,1,0,0,1,0,7,0,1,0,0,1,0,0,0,0,1,3,2,1
7246,0,3,1,0,0,0,1,1,0,11,1,1,0,0,5,4,0,1,0,1,8,4,5
3385,0,1,0,5,1,0,0,1,0,10,0,1,0,0,1,0,0,0,0,1,0,2,1
1699,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0
3262,1,1,1,7,0,7,0,0,1,7,1,1,0,0,0,0,0,0,0,1,3,2,1
3647,1,1,0,3,0,2,0,1,0,1,1,1,1,1,2,3,0,0,0,2,2,3,0
3992,1,0,0,3,0,2,0,1,0,7,1,1,1,1,2,1,0,0,0,2,2,3,0
3916,0,0,2,5,1,0,0,1,0,3,0,1,0,0,0,2,0,0,0,1,3,2,1
4603,1,0,0,3,0,2,0,1,0,5,1,1,1,1,1,1,0,0,0,2,2,3,0
7164,1,0,2,5,0,1,0,1,1,4,0,1,0,1,0,0,0,0,0,0,1,2,2
6315,1,0,2,0,0,1,0,1,1,4,0,1,1,0,1,2,0,0,0,0,1,2,1
685,0,1,2,1,1,6,0,1,0,1,1,2,0,0,0,0,0,0,0,1,0,5,6
5883,0,2,2,0,1,0,0,1,0,6,1,1,0,0,7,7,0,0,1,0,1,4,3
7052,1,2,2,0,0,2,0,1,1,4,0,1,1,1,0,0,0,0,0,0,1,2,5
2144,0,0,2,0,1,0,0,1,0,7,0,1,0,0,0,5,0,0,0,1,3,2,1
2265,0,1,2,0,1,0,0,1,0,3,0,1,0,0,1,0,0,0,0,1,0,3,1
7489,1,0,2,0,0,1,0,1,1,4,0,1,0,0,1,2,0,0,0,0,1,2,1
2521,0,0,0,0,1,0,0,1,0,3,0,1,0,0,0,5,0,0,0,1,3,2,1
